CustomerID,Age,Gender,Income,City,State,PostalCode,Region,Country,TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,FavoriteCategory,Churn
14054,,Male,100655.0,San Francisco,California,94109,West,United States,1,12771.749,Platinum,2023-09-01,Furniture,1.0
16041,,,71448.0,San Francisco,California,94109,West,United States,19,8724.885,Gold,2023-11-24,Office Products,0.0
16765,18.0,,70322.0,Fremont,Nebraska,68025,Central,United States,13,10524.739,Platinum,2023-11-27,Health & Personal Care,0.0
12817,47.0,Female,39618.0,Fremont,Nebraska,68025,Central,United States,44,12675.905,Platinum,2023-05-04,Beauty,1.0
16731,,Male,49888.0,Philadelphia,Pennsylvania,19140,East,United States,35,11690.0205,Platinum,2023-03-02,Health & Personal Care,1.0
10293,54.0,Female,95357.0,Orem,Utah,84057,West,United States,38,8177.771,Gold,2023-11-03,Furniture,0.0
14880,28.0,Female,22530.0,Los Angeles,California,90049,West,United States,47,5554.087,Gold,2023-12-09,Health & Personal Care,
15693,37.0,Female,41022.0,Los Angeles,California,90049,West,United States,14,10166.893,Platinum,2023-11-16,Home and Kitchen,0.0
13234,30.0,Male,107319.0,Philadelphia,Pennsylvania,19140,East,United States,61,1010.135,Silver,2023-01-02,Pet Supplies,1.0
13853,29.0,Female,76551.0,Philadelphia,,19140,East,United States,81,8174.895,Gold,2023-11-24,Clothing,
16415,18.0,Male,73496.0,Philadelphia,Pennsylvania,19140,East,United States,35,61.625458,Bronze,2023-02-06,Office Products,1.0
18907,26.0,Female,,Philadelphia,Pennsylvania,19140,,United States,72,4747.576,Silver,2023-03-05,Furniture,1.0
11456,27.0,Male,34139.0,Philadelphia,Pennsylvania,19140,East,United States,27,10295.241,Platinum,2023-08-07,Clothing,1.0
18932,33.0,Male,69807.0,Philadelphia,Pennsylvania,19140,East,United States,4,4191.3228,Silver,2023-07-16,Beauty,1.0
16161,39.0,Female,107159.0,Philadelphia,Pennsylvania,19140,East,United States,60,7857.7314,Gold,2023-06-05,Home and Kitchen,1.0
10553,51.0,,78534.0,Houston,Texas,77095,Central,United States,103,6195.5386,Gold,2023-12-20,Sports and Outdoors,0.0
15039,63.0,Male,52780.0,Richardson,Texas,75080,Central,United States,83,857.152,Bronze,2023-03-12,Clothing,1.0
12151,46.0,Female,86185.0,Richardson,Texas,75080,Central,United States,47,3764.5066,Silver,2023-09-05,Health & Personal Care,1.0
15228,47.0,Female,56500.0,Houston,Texas,77041,Central,United States,34,4921.509,Silver,2023-03-03,Grocery,1.0
11280,33.0,Female,53041.0,Houston,Texas,77041,,United States,68,10224.804,Platinum,2023-06-08,Clothing,1.0
12769,35.0,,22530.0,Houston,,77041,Central,United States,17,7022.1836,Gold,2023-12-11,Sports and Outdoors,0.0
17238,62.0,Female,84400.0,Houston,Texas,77041,Central,United States,9,12948.699,Platinum,2023-12-11,Furniture,0.0
12657,39.0,Female,38589.0,Naperville,Illinois,60540,Central,United States,38,2074.4453,Silver,2023-03-26,Office Products,1.0
17464,37.0,,76833.0,Los Angeles,California,90049,West,United States,74,6327.6123,Gold,2023-12-15,Pet Supplies,0.0
15982,40.0,,63046.0,Melbourne,Florida,32935,South,United States,58,6489.307,Gold,2023-12-27,Electronics,0.0
19505,33.0,Female,50507.0,Eagan,Minnesota,55122,Central,United States,21,12182.73,Platinum,2023-11-05,Electronics,0.0
18983,31.0,,91012.0,Eagan,Minnesota,55122,Central,United States,27,9150.282,Gold,2023-11-28,Clothing,0.0
11551,25.0,Male,52745.0,Westland,Michigan,48185,Central,United States,55,1875.5396,Silver,2023-11-29,Grocery,0.0
10893,39.0,Female,61224.0,Dover,Delaware,19901,,United States,77,6769.0435,Gold,2023-04-25,Grocery,1.0
12677,33.0,,,Dover,Delaware,19901,East,United States,94,10448.709,Platinum,2023-11-12,Clothing,0.0
16872,43.0,,48600.0,New Albany,Indiana,47150,Central,United States,50,10321.428,Platinum,2023-12-05,Health & Personal Care,0.0
15535,63.0,Male,49616.0,New Albany,Indiana,47150,Central,United States,84,8200.555,Gold,2023-11-16,Home and Kitchen,0.0
18349,46.0,Female,86112.0,New Albany,Indiana,47150,Central,United States,102,4782.986,Silver,2023-01-06,Furniture,1.0
10478,41.0,Female,47456.0,New Albany,Indiana,47150,Central,United States,98,6461.087,Gold,2023-12-10,Health & Personal Care,0.0
17403,59.0,Male,68903.0,New York City,,10024,East,United States,88,3379.8018,Silver,2023-03-19,Grocery,1.0
18133,36.0,,28845.0,New York City,New York,10024,East,United States,4,8274.78,Gold,2023-12-26,Clothing,0.0
16651,,,,,New York,12180,East,United States,67,6510.7593,Gold,2023-12-23,Sports and Outdoors,0.0
13595,36.0,Female,96953.0,Troy,New York,12180,East,United States,88,12689.734,Platinum,2023-11-21,Sports and Outdoors,0.0
13752,51.0,,45471.0,Troy,New York,12180,East,United States,94,3625.2454,Silver,2023-06-02,Office Products,1.0
14368,43.0,Female,64281.0,Troy,New York,12180,,United States,26,9256.798,Gold,2023-11-11,Beauty,0.0
18030,42.0,Female,66064.0,Troy,New York,12180,East,United States,12,8084.1597,Gold,2023-06-12,Grocery,1.0
12932,41.0,Female,65639.0,Troy,New York,12180,East,United States,46,9308.995,Gold,2023-12-23,Electronics,0.0
16830,46.0,,76644.0,Troy,New York,12180,East,United States,104,10647.764,Platinum,,Electronics,0.0
14334,50.0,,70400.0,Los Angeles,California,90004,West,United States,4,5451.676,Gold,2023-11-05,Grocery,0.0
13233,32.0,,62918.0,Los Angeles,California,90004,West,United States,83,11221.611,Platinum,2023-12-05,Clothing,0.0
13680,,,65385.0,Los Angeles,California,90004,West,United States,7,7515.658,Gold,2023-01-26,Furniture,
16268,28.0,Female,103508.0,Los Angeles,California,90004,West,United States,53,1632.713,Silver,2023-12-02,Grocery,0.0
14171,,Female,90225.0,Chicago,Illinois,60610,Central,United States,48,7005.8984,Gold,2023-11-24,Clothing,0.0
14745,38.0,Female,68868.0,Gilbert,Arizona,85234,West,United States,81,3053.8948,Silver,2023-05-28,Office Products,1.0
19034,40.0,Female,61709.0,Gilbert,Arizona,85234,West,United States,39,11836.7,Platinum,2023-11-30,Beauty,0.0
16326,,Male,84716.0,Springfield,Virginia,22153,South,United States,11,12967.007,Platinum,2023-12-10,Clothing,0.0
19594,53.0,Female,45452.0,New York City,,10009,,United States,61,9107.911,Gold,2023-11-11,Health & Personal Care,0.0
18489,49.0,,84052.0,,Michigan,49201,Central,United States,40,8797.91,Gold,2023-12-05,Clothing,0.0
12576,,Female,92669.0,Memphis,Tennessee,38109,South,United States,36,7613.722,Gold,2023-12-14,Beauty,0.0
18002,52.0,,49219.0,,Tennessee,38109,South,United States,45,10455.729,Platinum,2023-11-10,Health & Personal Care,0.0
10131,26.0,Female,,Memphis,Tennessee,38109,South,United States,76,7368.5273,Gold,2023-11-01,Health & Personal Care,0.0
13345,28.0,Female,73145.0,Houston,Texas,77041,Central,United States,60,633.8705,Bronze,2023-12-23,Clothing,0.0
16037,64.0,Female,63628.0,Houston,Texas,77041,Central,United States,3,2462.6572,Silver,2023-06-12,Clothing,1.0
19607,,,59010.0,Houston,Texas,77041,Central,United States,95,6936.03,Gold,2023-03-15,Health & Personal Care,1.0
10651,33.0,Male,63575.0,Houston,,77070,Central,United States,22,9683.925,Gold,2023-12-15,Furniture,0.0
18635,45.0,Female,58727.0,Decatur,Alabama,35601,South,United States,8,4711.4966,Silver,2023-10-22,Home and Kitchen,0.0
13537,28.0,Female,79882.0,Decatur,Alabama,35601,South,United States,52,615.967,Bronze,2023-03-12,Home and Kitchen,1.0
18487,54.0,Female,60843.0,San Francisco,California,94122,West,United States,31,2379.2942,Silver,2023-08-30,Sports and Outdoors,1.0
12442,47.0,Male,103245.0,San Francisco,California,94122,West,United States,64,3690.7058,Silver,2023-12-25,Health & Personal Care,
19807,,,61508.0,Durham,North Carolina,27707,South,United States,85,9818.871,Gold,2023-11-23,Home and Kitchen,0.0
14172,51.0,,61998.0,Chicago,,60623,Central,United States,104,9178.57,Gold,,Electronics,0.0
14348,,,76118.0,Columbia,South Carolina,29203,South,United States,95,6215.4814,Gold,2023-11-12,Grocery,
17541,30.0,Male,79626.0,Rochester,Minnesota,55901,Central,United States,48,1662.3776,Silver,2023-01-08,Home and Kitchen,1.0
17700,46.0,Female,72050.0,Rochester,Minnesota,55901,,United States,19,9202.653,Gold,2023-10-29,Health & Personal Care,0.0
17175,24.0,Female,53839.0,,Texas,77095,Central,United States,10,341.67398,Bronze,2023-02-15,Grocery,1.0
18010,50.0,Male,88842.0,,California,90036,West,United States,104,2126.7676,Silver,2023-04-22,Grocery,1.0
15735,43.0,Female,42811.0,Los Angeles,,90036,West,United States,47,1764.426,Silver,2023-02-15,Beauty,1.0
10794,43.0,,87315.0,Los Angeles,California,90036,West,United States,8,12000.473,Platinum,2023-11-19,Electronics,0.0
15518,,Female,56079.0,Minneapolis,,55407,Central,United States,75,4773.9316,Silver,2023-08-24,Beauty,1.0
10736,22.0,Female,92590.0,Minneapolis,Minnesota,55407,Central,United States,44,11745.441,Platinum,2023-12-11,Pet Supplies,0.0
18815,33.0,Female,87125.0,Minneapolis,,55407,Central,United States,70,9899.616,Gold,2023-12-09,Sports and Outdoors,0.0
16909,37.0,Male,92923.0,Portland,Oregon,97206,West,United States,54,3849.5552,Silver,,Furniture,1.0
18064,36.0,Female,,New York City,New York,10009,,United States,3,9724.875,Gold,2023-11-29,Furniture,0.0
10695,45.0,Male,42217.0,San Francisco,,94122,West,United States,100,7271.78,Gold,2023-11-06,Sports and Outdoors,0.0
14262,28.0,,80709.0,Saint Paul,Minnesota,55106,Central,United States,89,4544.128,Silver,2023-01-01,Electronics,1.0
11177,29.0,Male,22530.0,Chicago,Illinois,60610,Central,United States,32,6192.5674,Gold,2023-11-26,Furniture,0.0
15508,54.0,Female,22530.0,Chicago,Illinois,60610,Central,United States,103,11049.928,Platinum,2023-08-24,Health & Personal Care,1.0
14058,28.0,,,Chicago,Illinois,60610,Central,United States,19,11553.04,Platinum,2023-10-28,Grocery,0.0
13247,18.0,Male,110589.0,Rochester,Minnesota,55901,Central,United States,73,849.6977,Bronze,2023-04-21,Home and Kitchen,1.0
11608,37.0,,76216.0,Aurora,Colorado,80013,West,United States,21,789.745,Bronze,2023-03-29,Electronics,1.0
10287,45.0,Female,60471.0,Aurora,,80013,West,United States,5,13061.763,Platinum,2023-12-23,Pet Supplies,0.0
14635,31.0,Female,71165.0,Aurora,Colorado,80013,West,United States,48,13246.934,Platinum,2023-11-23,Sports and Outdoors,0.0
13398,,Female,61940.0,Charlotte,North Carolina,28205,South,United States,95,4584.489,Silver,2023-05-12,Pet Supplies,1.0
16614,19.0,Male,45674.0,Charlotte,North Carolina,28205,South,United States,91,2299.3281,Silver,2023-01-06,Grocery,1.0
16440,63.0,Female,60337.0,Charlotte,North Carolina,28205,South,United States,4,4929.922,Silver,2023-08-18,Pet Supplies,1.0
13034,38.0,Female,69923.0,Orland Park,Illinois,60462,Central,United States,88,3625.2896,Silver,2023-07-31,Electronics,1.0
14019,39.0,Female,64529.0,New York City,New York,10035,East,United States,93,1028.5128,Silver,2023-08-05,Beauty,1.0
16354,42.0,Female,38787.0,Urbandale,Iowa,50322,Central,United States,99,7773.422,Gold,2023-12-11,Pet Supplies,0.0
19654,,Female,97774.0,Urbandale,Iowa,50322,Central,United States,72,10220.9375,Platinum,2023-12-19,Health & Personal Care,0.0
16244,21.0,Female,86699.0,Columbus,Ohio,43229,East,United States,31,3777.9597,Silver,2023-05-08,Electronics,1.0
10819,,Female,35726.0,Columbus,Ohio,43229,East,United States,80,2039.8214,Silver,2023-08-05,Grocery,1.0
15064,43.0,Female,75837.0,Columbus,Ohio,43229,East,United States,95,12280.837,Platinum,2023-11-20,Beauty,0.0
19922,32.0,Female,86937.0,Columbus,Ohio,43229,East,United States,70,12604.44,Platinum,2023-12-03,Home and Kitchen,0.0
10357,,,60427.0,Seattle,Washington,98103,West,United States,100,7380.5767,Gold,2023-12-05,Sports and Outdoors,0.0
15514,35.0,Male,45647.0,Bristol,Tennessee,37620,South,United States,8,12458.718,Platinum,2023-11-20,Electronics,0.0
14853,34.0,Female,37370.0,Wilmington,Delaware,19805,,United States,62,12827.766,Platinum,2023-12-01,Pet Supplies,0.0
10892,,Female,,Wilmington,Delaware,19805,East,United States,46,8556.665,Gold,2023-11-23,Electronics,0.0
16570,46.0,Male,33022.0,Wilmington,Delaware,19805,East,United States,77,1656.3132,Silver,2023-06-16,Office Products,1.0
11627,,Male,82522.0,Wilmington,Delaware,19805,East,United States,42,2587.6738,Silver,2023-09-21,Sports and Outdoors,1.0
18332,,,69467.0,Wilmington,Delaware,19805,East,United States,56,1353.4667,Silver,2023-05-11,Home and Kitchen,1.0
16606,,Female,75281.0,Houston,Texas,77041,Central,United States,50,4433.053,Silver,2023-07-10,Electronics,1.0
15160,,Female,83181.0,,Illinois,61701,Central,United States,62,7454.848,Gold,2023-11-13,Home and Kitchen,0.0
15908,49.0,Female,67797.0,Phoenix,Arizona,85023,West,United States,3,138.12007,Bronze,2023-01-18,Home and Kitchen,1.0
13249,19.0,Female,70618.0,,Arizona,85023,West,United States,23,4434.6123,Silver,2023-02-11,Pet Supplies,1.0
17814,42.0,Female,79786.0,Los Angeles,California,90004,West,United States,37,2367.3418,Silver,2023-06-26,Sports and Outdoors,1.0
14451,44.0,,100350.0,Los Angeles,California,90004,West,United States,88,10179.81,Platinum,2023-11-21,Clothing,0.0
10039,42.0,Female,66925.0,Columbus,,43229,East,United States,25,12538.094,Platinum,2023-11-29,Sports and Outdoors,0.0
15881,43.0,Female,68131.0,Columbus,Ohio,43229,East,United States,54,4882.0215,Silver,2023-05-08,Home and Kitchen,1.0
14710,68.0,Female,100472.0,,Ohio,43229,East,United States,7,5188.138,Gold,2023-11-25,Health & Personal Care,0.0
17478,32.0,Female,77342.0,Roseville,,95661,West,United States,54,2753.0825,Silver,2023-11-19,Electronics,0.0
18326,28.0,Female,80561.0,Roseville,California,95661,West,United States,49,12055.884,Platinum,2023-11-21,Home and Kitchen,0.0
18470,42.0,Male,66613.0,Roseville,California,95661,West,United States,26,3837.4612,Silver,2023-03-06,Sports and Outdoors,1.0
19000,41.0,Female,90826.0,Roseville,California,95661,West,United States,60,9454.354,Gold,2023-12-16,Health & Personal Care,0.0
12352,44.0,Female,84924.0,Roseville,California,95661,West,United States,104,2062.7227,Silver,2023-01-05,Furniture,1.0
10014,45.0,,78558.0,Roseville,California,95661,,United States,32,2298.17,Silver,2023-04-13,Pet Supplies,1.0
14332,33.0,Female,67985.0,Roseville,California,95661,West,United States,75,815.9691,Bronze,,Beauty,0.0
14921,30.0,Female,53704.0,Philadelphia,Pennsylvania,19140,East,United States,50,2827.8145,Silver,2023-08-08,Grocery,1.0
17538,51.0,Female,54951.0,San Francisco,,94122,West,United States,26,4584.691,Silver,2023-11-18,Grocery,0.0
17841,42.0,Female,,San Francisco,California,94122,West,United States,44,11911.178,Platinum,2023-06-12,Home and Kitchen,1.0
11007,48.0,Female,32136.0,San Francisco,California,94122,West,United States,84,7854.0337,Gold,2023-11-20,Office Products,0.0
11829,31.0,Female,62381.0,Independence,,64055,,United States,98,12562.634,Platinum,2023-12-09,Sports and Outdoors,0.0
15828,44.0,Female,,Pasadena,California,91104,West,United States,21,7470.076,Gold,2023-12-18,Health & Personal Care,0.0
15176,26.0,Female,57630.0,,Ohio,43055,East,United States,8,6184.0938,Gold,2023-12-02,Home and Kitchen,0.0
17823,29.0,Female,60446.0,Franklin,Wisconsin,53132,Central,United States,74,1284.2222,Silver,2023-03-17,Office Products,1.0
13653,56.0,,57944.0,Franklin,Wisconsin,53132,Central,United States,66,6377.8926,Gold,2023-10-04,Office Products,0.0
12800,53.0,Female,22530.0,Franklin,,53132,,United States,30,6759.4604,Gold,2023-08-12,Grocery,1.0
10407,36.0,,47603.0,Franklin,Wisconsin,53132,Central,United States,86,2972.8994,Silver,2023-04-16,Electronics,1.0
11117,26.0,,57116.0,Scottsdale,Arizona,85254,West,United States,63,2364.2737,Silver,2023-11-14,Home and Kitchen,0.0
18219,68.0,,71913.0,Scottsdale,Arizona,85254,West,United States,65,3301.3574,Silver,2023-12-01,Furniture,0.0
17761,40.0,Female,49333.0,San Jose,California,95123,West,United States,34,6073.752,Gold,2023-01-05,Electronics,1.0
16459,70.0,Female,95140.0,San Jose,California,95123,West,United States,16,10727.223,Platinum,2023-12-26,Pet Supplies,0.0
19467,57.0,Female,97388.0,San Jose,California,95123,West,United States,75,9927.038,Gold,2023-12-10,Home and Kitchen,0.0
12012,34.0,Female,,Seattle,Washington,98105,West,United States,66,191.2013,Bronze,2023-06-04,Pet Supplies,1.0
19640,36.0,Female,64059.0,Seattle,,98115,West,United States,93,1515.1731,Silver,2023-07-10,Electronics,1.0
13787,40.0,Female,34960.0,Edmond,,73034,Central,United States,79,11706.314,Platinum,2023-12-26,Health & Personal Care,0.0
18955,45.0,Female,58757.0,,Oklahoma,73034,Central,United States,101,2438.2744,Silver,2023-12-13,Furniture,0.0
13666,56.0,Male,71984.0,Los Angeles,California,90045,West,United States,6,13004.8955,Platinum,2023-04-04,Sports and Outdoors,1.0
12773,26.0,Female,73849.0,Philadelphia,,19134,,United States,10,3522.6243,Silver,2023-05-08,Clothing,1.0
17446,18.0,Female,67064.0,Carlsbad,New Mexico,88220,West,United States,101,2443.2278,Silver,2023-07-11,Electronics,1.0
17491,53.0,,56619.0,Seattle,,98115,West,United States,48,13012.311,Platinum,2023-12-29,Beauty,0.0
16221,41.0,Male,68597.0,San Antonio,Texas,78207,Central,United States,63,9219.984,Gold,2023-11-18,Clothing,0.0
13460,38.0,Male,120861.0,,Texas,78207,Central,United States,102,4571.05,Silver,2023-04-27,Clothing,1.0
10327,57.0,Male,48075.0,San Antonio,Texas,78207,Central,United States,20,10120.143,Platinum,2023-08-22,Pet Supplies,1.0
12250,39.0,Female,,San Antonio,Texas,78207,Central,United States,33,9225.236,Gold,2023-12-21,Clothing,0.0
16243,39.0,Male,106751.0,San Antonio,Texas,78207,Central,United States,48,10774.056,Platinum,2023-12-26,Home and Kitchen,0.0
14098,55.0,Female,94775.0,San Antonio,,78207,,United States,77,8921.84,Gold,2023-08-24,Health & Personal Care,1.0
12426,51.0,Female,,San Antonio,Texas,78207,Central,United States,102,12061.913,Platinum,2023-09-06,Health & Personal Care,1.0
19798,62.0,Female,120240.0,Los Angeles,California,90004,West,United States,37,4455.5386,Silver,2023-10-24,Sports and Outdoors,0.0
14225,30.0,,89768.0,Los Angeles,,90004,West,United States,11,4230.0654,Silver,2023-08-31,Office Products,1.0
16708,29.0,,38474.0,,California,90004,West,United States,95,6305.683,Gold,2023-12-26,Beauty,0.0
18130,44.0,,35666.0,Chicago,Illinois,60623,Central,United States,29,5002.6187,Gold,2023-12-03,Office Products,0.0
11135,20.0,Female,55974.0,Chicago,Illinois,60623,Central,United States,91,4232.809,Silver,2023-10-05,Beauty,0.0
12047,25.0,Female,91631.0,Houston,Texas,77036,Central,United States,96,5557.53,Gold,2023-11-23,Beauty,0.0
11930,42.0,Female,67705.0,Newark,Ohio,43055,East,United States,21,7135.882,Gold,2023-12-16,Electronics,0.0
19625,29.0,Female,80986.0,Newark,Ohio,43055,East,United States,81,8833.461,Gold,2023-11-06,Furniture,0.0
11982,,Female,82030.0,New York City,New York,10009,East,United States,70,10226.134,Platinum,2023-04-08,Pet Supplies,1.0
13859,36.0,Female,66574.0,Decatur,Illinois,62521,Central,United States,34,5577.8774,Gold,2023-07-27,Electronics,1.0
19745,41.0,Female,55973.0,Decatur,Illinois,62521,,United States,60,2341.4055,Silver,2023-10-15,Sports and Outdoors,0.0
17207,36.0,Female,54507.0,Monroe,Louisiana,71203,South,United States,59,4809.726,Silver,2023-10-24,Pet Supplies,0.0
14765,69.0,Female,58677.0,Monroe,Louisiana,71203,South,United States,88,8750.318,Gold,2023-11-30,Electronics,0.0
12875,66.0,Female,83800.0,Monroe,Louisiana,71203,South,United States,46,10245.6045,Platinum,2023-07-09,Home and Kitchen,1.0
19551,48.0,Male,104489.0,Fairfield,Connecticut,6824,East,United States,65,4985.5664,Silver,2023-09-30,Clothing,1.0
19297,28.0,Female,102975.0,Los Angeles,California,90032,West,United States,60,267.9061,Bronze,2023-11-10,Sports and Outdoors,0.0
13266,25.0,Male,,Grand Prairie,Texas,75051,Central,United States,47,9634.854,Gold,2023-12-10,Office Products,0.0
19839,,Female,63252.0,Grand Prairie,Texas,75051,,United States,78,11663.064,Platinum,2023-02-08,Office Products,1.0
14114,46.0,Male,42951.0,,New York,10035,East,United States,38,182.1678,Bronze,2023-03-24,Beauty,1.0
11308,28.0,,81324.0,New York City,New York,10035,East,United States,46,432.6858,Bronze,2023-03-28,Clothing,1.0
10820,38.0,Male,90255.0,New York City,New York,10035,,United States,89,12629.9,Platinum,2023-12-30,Health & Personal Care,0.0
16795,35.0,Female,91370.0,New York City,New York,10035,East,United States,53,8555.691,Gold,2023-11-30,Grocery,0.0
16568,41.0,,51680.0,New York City,New York,10035,East,United States,83,5858.36,Gold,2023-11-16,Beauty,
19674,32.0,,50250.0,,California,92374,,United States,73,4602.333,Silver,2023-07-19,Clothing,1.0
14496,38.0,Male,69001.0,Hamilton,Ohio,45011,East,United States,64,2171.048,Silver,2023-05-23,Pet Supplies,1.0
16539,32.0,Female,45614.0,Hamilton,Ohio,45011,East,United States,34,9565.712,Gold,2023-12-16,Clothing,0.0
12119,27.0,Female,,Westfield,New Jersey,7090,East,United States,6,873.03986,Bronze,2023-01-12,Sports and Outdoors,1.0
11845,27.0,Female,89486.0,Philadelphia,Pennsylvania,19120,East,United States,96,1895.559,Silver,2023-10-20,Grocery,0.0
10222,42.0,Female,52523.0,Philadelphia,Pennsylvania,19120,,United States,9,6611.557,Gold,2023-10-30,Pet Supplies,0.0
13819,42.0,Female,97890.0,Akron,Ohio,44312,East,United States,59,1849.8534,Silver,2023-07-10,Office Products,1.0
10471,36.0,Female,74906.0,Denver,Colorado,80219,West,United States,57,57.42181,Bronze,2023-11-04,Furniture,0.0
13006,58.0,Female,48935.0,Denver,Colorado,80219,West,United States,38,10981.528,Platinum,2023-11-27,Pet Supplies,0.0
19020,44.0,Female,44068.0,Dallas,Texas,75220,Central,United States,52,1496.5754,Silver,2023-03-09,Sports and Outdoors,1.0
12734,31.0,,38717.0,Franklin,Tennessee,37064,South,United States,61,3986.8599,Silver,2023-02-18,Grocery,1.0
19663,53.0,,89404.0,Whittier,California,90604,West,United States,73,12103.637,Platinum,2023-11-15,Health & Personal Care,0.0
10207,40.0,Female,,Saginaw,,48601,Central,United States,99,6187.067,Gold,2023-12-19,Office Products,0.0
11337,,Female,115309.0,Saginaw,Michigan,48601,Central,United States,90,5825.231,Gold,,Pet Supplies,0.0
14200,45.0,Female,76741.0,Saginaw,Michigan,48601,,United States,56,7304.3457,Gold,2023-10-24,Clothing,0.0
12125,45.0,Female,73975.0,,Michigan,48601,,United States,79,5802.0317,Gold,2023-09-14,Grocery,1.0
18104,35.0,Female,46088.0,Saginaw,Michigan,48601,Central,United States,98,3175.0852,Silver,2023-08-08,Grocery,1.0
17960,,Female,74563.0,Dallas,Texas,75220,,United States,85,8436.725,Gold,2023-09-24,Electronics,1.0
16056,42.0,Female,79779.0,Medina,Ohio,44256,East,United States,86,6754.7515,Gold,2023-12-14,Health & Personal Care,0.0
19566,22.0,Female,66067.0,Medina,Ohio,44256,East,United States,25,821.1269,Bronze,,Office Products,1.0
10268,51.0,Male,72123.0,Medina,Ohio,44256,East,United States,34,6386.0703,Gold,2023-11-29,Electronics,0.0
19558,49.0,Male,47694.0,Medina,Ohio,44256,East,United States,22,13142.389,Platinum,2023-11-18,Sports and Outdoors,0.0
13610,27.0,Female,22530.0,Medina,Ohio,44256,East,United States,61,10987.086,Platinum,2023-11-16,Health & Personal Care,0.0
19573,33.0,Female,79910.0,Los Angeles,California,90032,West,United States,15,10727.27,Platinum,2023-11-11,Pet Supplies,0.0
14342,46.0,Male,54611.0,Los Angeles,California,90032,West,United States,53,3932.8745,Silver,2023-06-01,Office Products,1.0
10446,40.0,,22530.0,Dublin,Ohio,43017,East,United States,99,2448.4802,Silver,2023-03-09,Sports and Outdoors,1.0
13568,46.0,Male,83549.0,Dublin,Ohio,43017,East,United States,16,10454.742,Platinum,2023-01-24,Pet Supplies,1.0
10359,38.0,Female,85034.0,Dublin,Ohio,43017,East,United States,103,1238.0902,Silver,2023-01-28,Beauty,1.0
13400,43.0,,36255.0,,Ohio,43017,East,United States,23,8838.88,Gold,2023-11-23,Clothing,0.0
16216,27.0,Female,50860.0,Dublin,Ohio,43017,East,United States,18,13090.957,Platinum,2023-11-10,Sports and Outdoors,0.0
17190,33.0,Female,72780.0,Dublin,Ohio,43017,East,United States,39,5172.7773,Gold,2023-12-17,Sports and Outdoors,0.0
18696,49.0,Female,39865.0,Detroit,Michigan,48227,Central,United States,13,8179.2246,Gold,2023-02-02,Clothing,1.0
16657,45.0,Male,,Detroit,Michigan,48227,,United States,23,11748.91,Platinum,2023-12-24,Health & Personal Care,0.0
18545,,Male,82242.0,Detroit,Michigan,48227,,United States,104,464.22217,Bronze,,Grocery,0.0
12080,34.0,Male,44890.0,Columbia,Tennessee,38401,South,United States,30,5455.99,Gold,2023-12-09,Home and Kitchen,0.0
