CustomerID,Age,Gender,Income,City,State,PostalCode,Region,Country,TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,FavoriteCategory,Churn,_dataobs_
12030,45,Female,107606,Wilmington,North Carolina,28403,South,United States,17,3600.75,Silver,2023-09-05,Pet Supplies,1,537
19985,,Female,80606,New York City,New York,10024,East,United States,11,8595.637,Gold,2023-11-12,Electronics,0,552
13289,,Female,52044,Long Beach,,90805,West,United States,56,8223.634,Gold,2023-11-23,Health & Personal Care,0,557
12748,46,Female,,,Colorado,80219,West,United States,16,4271.496,Silver,2023-06-10,Furniture,1,563
16530,18,Male,46093,Richmond,,40475,,United States,72,1517.216,Silver,,Pet Supplies,0,567
14709,38,Female,59527,Philadelphia,Pennsylvania,19134,East,United States,3,5587.625,Gold,2023-03-12,Clothing,1,578
11363,35,Female,68692,Philadelphia,Pennsylvania,19134,East,United States,61,1825.941,Silver,2023-01-28,Home and Kitchen,1,588
13041,26,Female,55238,Philadelphia,Pennsylvania,19134,East,United States,46,5246.5483,Gold,2023-12-23,Office Products,0,589
10832,38,Female,83257,Grove City,Ohio,43123,East,United States,39,3268.7505,Silver,2023-12-30,Beauty,0,594
16448,31,Female,123372,Grove City,Ohio,43123,East,United States,100,3293.8186,Silver,2023-10-18,Office Products,0,595
14092,38,Male,85079,New York City,New York,10011,East,United States,67,4886.8325,Silver,2023-03-05,Electronics,1,598
17641,18,Male,78771,New York City,New York,10011,East,United States,23,6013.132,Gold,2023-12-04,Electronics,0,599
11886,32,Male,82568,New York City,,10009,East,United States,87,7192.2324,Gold,2023-11-08,Pet Supplies,0,605
11276,45,Female,101865,Miami,Florida,33180,South,United States,85,3298.7424,Silver,2023-03-30,Electronics,1,613
16754,28,,39374,Mission Viejo,California,92691,West,United States,15,2527.5073,Silver,2023-10-24,Health & Personal Care,0,621
12787,33,Female,93763,New York City,,10035,,United States,74,1563.268,Silver,2023-03-29,Clothing,1,631
10160,52,Male,36488,Columbus,,43229,East,United States,45,5167.891,Gold,2023-08-30,Beauty,1,633
13913,28,Male,76899,Arlington,Texas,76017,Central,United States,42,7103.2227,Gold,2023-11-22,Furniture,0,638
17493,36,Female,66281,Arlington,Texas,76017,Central,United States,58,2326.1125,Silver,2023-03-27,Sports and Outdoors,1,640
19416,47,Female,52443,Chicago,,60653,Central,United States,66,10293.703,Platinum,2023-12-09,Clothing,0,649
10906,47,,60079,Quincy,Illinois,62301,Central,United States,65,6818.4307,Gold,2023-11-14,Clothing,0,650
15604,33,,,Columbus,Indiana,47201,Central,United States,104,168.18565,Bronze,2023-11-30,Home and Kitchen,0,651
13774,41,Male,,,Texas,75701,Central,United States,96,5818.472,Gold,2023-12-02,Furniture,0,654
10456,43,Female,53255,Waynesboro,Virginia,22980,South,United States,34,11213.119,Platinum,2023-11-21,Health & Personal Care,0,667
12960,37,Female,71115,Cary,North Carolina,27511,South,United States,45,5320.1333,Gold,2023-07-28,Clothing,1,682
14027,,,81329,New York City,New York,10035,East,United States,50,1666.575,Silver,2023-07-13,Home and Kitchen,1,686
14809,56,Female,53980,Mount Vernon,New York,10550,East,United States,77,8326.592,Gold,2023-11-19,Furniture,0,690
16475,,Female,60761,Dover,,19901,East,United States,20,5896.188,Gold,2023-11-14,Home and Kitchen,0,694
18498,18,Male,40793,Orem,Utah,84057,West,United States,33,10932.656,Platinum,2023-06-15,Home and Kitchen,1,697
13497,27,Male,,Los Angeles,California,90045,West,United States,28,2635.7988,Silver,2023-12-08,Grocery,0,698
18730,28,Female,102448,Austin,Texas,78745,Central,United States,67,8742.791,Gold,2023-11-26,Grocery,0,703
11654,,Male,106036,Oceanside,New York,11572,East,United States,97,1716.1034,Silver,2023-05-01,Office Products,1,705
11243,,Male,,Oceanside,New York,11572,East,United States,17,13047.366,Platinum,2023-12-25,Sports and Outdoors,0,707
15237,28,Female,41565,San Francisco,,94110,West,United States,60,1615.9236,Silver,2023-05-23,Furniture,1,714
17529,41,Male,103239,,Texas,75220,Central,United States,28,2898.2532,Silver,2023-08-26,Home and Kitchen,1,721
11823,45,Female,44968,Trenton,Michigan,48183,Central,United States,68,6783.5474,Gold,2023-11-16,Health & Personal Care,0,726
16540,33,Female,75566,Bossier City,Louisiana,71111,,United States,78,4366.122,Silver,2023-04-04,Sports and Outdoors,1,738
12923,26,Female,63865,Bossier City,Louisiana,71111,South,United States,73,13133.211,Platinum,2023-12-19,Home and Kitchen,0,741
11944,48,Female,,Des Moines,Iowa,50315,Central,United States,5,7190.6597,Gold,2023-03-17,Furniture,1,745
14402,22,Male,60181,Cincinnati,Ohio,45231,,United States,33,6854.664,Gold,2023-12-03,Sports and Outdoors,0,751
10583,30,,63980,Columbus,Ohio,43229,East,United States,23,11068.417,Platinum,2023-12-16,Clothing,0,759
14672,38,Female,56338,Columbia,South Carolina,29203,South,United States,40,4070.6536,Silver,,Health & Personal Care,1,760
17142,45,Male,63834,San Francisco,California,94110,West,United States,73,532.00757,Bronze,2023-06-23,Grocery,1,768
19124,47,Female,56732,San Diego,California,92105,West,United States,97,3582.5232,Silver,2023-03-04,Pet Supplies,1,774
18793,36,Male,83213,Edmonds,Washington,98026,West,United States,51,1195.6287,Silver,2023-02-26,Electronics,1,783
18795,57,,88074,Philadelphia,Pennsylvania,19140,East,United States,41,3878.7637,Silver,2023-07-21,Beauty,1,790
19748,38,Female,64287,Florence,Kentucky,41042,South,United States,46,1984.939,Silver,2023-10-28,Beauty,0,804
16777,,Male,40210,Fort Worth,Texas,76106,Central,United States,87,6566.5166,Gold,2023-12-31,Home and Kitchen,0,810
13403,39,Female,74641,Los Angeles,California,90036,West,United States,39,236.1324,Bronze,,Grocery,1,814
13637,18,Female,82591,Los Angeles,California,90036,West,United States,103,3175.3586,Silver,2023-09-02,Home and Kitchen,1,815
14708,33,Male,62108,Los Angeles,California,90036,West,United States,61,12186.146,Platinum,2023-12-24,Sports and Outdoors,0,816
13560,25,Male,51419,Los Angeles,,90036,West,United States,64,2298.8286,Silver,2023-11-09,Beauty,0,817
18690,37,Male,28262,New York City,,10035,East,United States,48,6378.9595,Gold,2023-10-25,Electronics,0,826
14537,57,Female,54485,New York City,New York,10009,East,United States,47,9113.442,Gold,,Furniture,0,844
17164,50,Male,43719,Columbia,Maryland,21044,East,United States,50,5645.536,Gold,2023-08-31,Electronics,1,858
11743,56,Male,53680,Garland,Texas,75043,Central,United States,1,1020.7954,Silver,2023-11-13,Pet Supplies,0,872
13571,40,Female,83427,Los Angeles,California,90032,West,United States,46,8789.638,Gold,,Grocery,0,874
11832,,Female,79656,New York City,New York,10009,East,United States,20,4075.2173,Silver,2023-08-11,Beauty,1,877
13149,27,,54434,San Antonio,Texas,78207,Central,United States,71,1429.7225,Silver,2023-01-12,Clothing,1,886
14289,,,86240,New York City,New York,10009,East,United States,58,7094.245,Gold,2023-11-14,Health & Personal Care,0,892
12534,47,Female,101051,New York City,New York,10011,East,United States,10,9733.162,Gold,2023-11-04,Home and Kitchen,0,894
19665,39,Female,94734,,Pennsylvania,19143,East,United States,6,2553.3467,Silver,2023-08-09,Clothing,1,895
11998,39,Male,57612,Springfield,Virginia,22153,South,United States,43,6307.7744,Gold,2023-11-03,Office Products,0,897
12838,29,Female,56333,Toledo,,43615,East,United States,53,752.2166,Bronze,2023-12-17,Sports and Outdoors,0,900
13757,18,,59983,Torrance,California,90503,West,United States,30,7401.709,Gold,2023-11-06,Furniture,0,911
13485,25,Female,44736,Mesa,,85204,West,United States,91,5271.9795,Gold,2023-12-25,Electronics,0,916
10952,51,Male,73780,Philadelphia,Pennsylvania,19120,East,United States,9,6271.2534,Gold,2023-11-02,Grocery,0,917
12291,,Male,,Philadelphia,Pennsylvania,19120,East,United States,101,1794.9471,Silver,2023-06-26,Furniture,1,921
13604,47,Female,62693,Oceanside,California,92054,West,United States,60,7504.849,Gold,2023-12-30,Clothing,0,928
13507,40,Female,89622,San Francisco,California,94110,West,United States,48,5955.712,Gold,2023-11-28,Home and Kitchen,0,931
17351,41,Female,97064,Boca Raton,Florida,33433,South,United States,104,9188.273,Gold,2023-11-01,Office Products,0,932
18346,36,,70196,New York City,New York,10011,East,United States,87,3365.0786,Silver,2023-02-18,Health & Personal Care,1,934
15550,37,Female,114520,New York City,New York,10011,,United States,31,12941.313,Platinum,2023-12-07,Grocery,0,935
16533,44,Female,68893,Philadelphia,Pennsylvania,19134,East,United States,35,4923.7603,Silver,2023-04-19,Grocery,1,938
15093,,Female,43408,Pasadena,,77506,Central,United States,18,10939.109,Platinum,2023-11-03,Health & Personal Care,0,952
10377,22,Male,73112,Jacksonville,Florida,32216,South,United States,26,422.87283,Bronze,2023-07-27,Sports and Outdoors,1,958
17095,,Female,66538,San Jose,,95123,West,United States,35,9643.433,Gold,2023-11-12,Grocery,0,960
17370,55,Female,73281,Henderson,,42420,South,United States,12,7242.4673,Gold,2023-12-31,Home and Kitchen,0,967
19071,34,,101023,New York City,New York,10024,,United States,22,10666.1,Platinum,2023-11-09,Health & Personal Care,0,970
15644,37,Female,50232,Olympia,Washington,98502,West,United States,9,9005.139,Gold,2023-05-25,Furniture,1,979
16481,,Female,78196,Olympia,Washington,98502,West,United States,96,4267.8325,Silver,2023-07-07,Clothing,1,980
17312,,Female,42292,Washington,,20016,,United States,98,313.23178,Bronze,2023-09-11,Beauty,1,990
16350,24,Female,76047,Los Angeles,California,90045,West,United States,72,4095.3337,Silver,2023-11-26,Electronics,0,992
12625,31,Female,64929,Hackensack,New Jersey,7601,East,United States,14,664.5368,Bronze,2023-03-27,Clothing,1,998
12381,,Female,62426,New York City,New York,10009,East,United States,32,1637.3684,Silver,2023-06-09,Pet Supplies,1,1023
17374,36,Female,25491,New York City,New York,10009,East,United States,12,3511.111,Silver,2023-10-20,Electronics,0,1024
12278,38,Female,61099,Brownsville,Texas,78521,Central,United States,46,7538.104,Gold,2023-12-13,Sports and Outdoors,0,1036
14361,66,Female,114000,,New York,10035,East,United States,82,5558.9727,Gold,2023-11-24,Pet Supplies,0,1040
17693,51,Female,77640,Columbus,Indiana,47201,Central,United States,12,9610.451,Gold,2023-11-12,Office Products,0,1044
11600,39,,67451,Seattle,Washington,98105,West,United States,44,1539.8308,Silver,2023-08-12,Clothing,1,1046
17475,25,Female,64191,Yonkers,New York,10701,East,United States,12,12918.524,Platinum,2023-11-07,Pet Supplies,0,1052
19759,38,Male,79939,Monroe,North Carolina,28110,,United States,2,4399.6626,Silver,2023-02-13,Furniture,1,1057
10970,51,Male,82820,San Diego,California,92105,West,United States,80,4198.5244,Silver,2023-03-13,Furniture,1,1060
12273,30,,41530,San Francisco,California,94122,,United States,40,12622.357,Platinum,2023-11-09,Sports and Outdoors,0,1066
16323,35,Female,57799,San Francisco,California,94122,West,United States,52,10115.277,Platinum,2023-11-23,Office Products,0,1068
13187,,,69399,,,77041,Central,United States,5,3751.7444,Silver,2023-11-21,Clothing,0,1071
12400,31,Female,43558,Jonesboro,Arkansas,72401,South,United States,6,4444.497,Silver,2023-06-10,Beauty,1,1090
10751,29,Male,52147,Springfield,Virginia,22153,South,United States,43,2751.3127,Silver,2023-05-30,Electronics,1,1099
14241,,Female,84042,La Porte,Indiana,46350,Central,United States,26,2492.077,Silver,2023-10-21,Furniture,0,1105
14287,48,Female,82639,Harrisonburg,Virginia,22801,South,United States,42,367.90195,Bronze,2023-11-04,Home and Kitchen,0,1122
14393,32,,,Minneapolis,Minnesota,55407,Central,United States,14,308.2642,Bronze,2023-12-08,Furniture,0,1127
12812,,Female,41719,New York City,New York,10035,East,United States,89,8423.772,Gold,2023-11-22,Health & Personal Care,0,1129
16700,,Female,93800,Jacksonville,,28540,South,United States,51,4356.6245,Silver,2023-06-12,Home and Kitchen,1,1148
15227,38,Male,84808,,Washington,98103,West,United States,76,12595.902,Platinum,2023-12-28,Office Products,0,1152
14895,38,Female,,,California,90036,West,United States,64,1801.4545,Silver,2023-09-02,Home and Kitchen,1,1158
14552,64,Female,75667,Coral Springs,Florida,33065,South,United States,33,2611.897,Silver,2023-06-05,Pet Supplies,1,1159
18207,51,,51262,Coral Springs,Florida,33065,South,United States,35,12141.023,Platinum,2023-12-10,Beauty,0,1161
19300,38,Male,91435,Denver,Colorado,80219,,United States,85,55.402596,Bronze,2023-12-31,Health & Personal Care,0,1168
15222,36,Female,,Denver,Colorado,80219,West,United States,72,5940.325,Gold,2023-04-25,Sports and Outdoors,1,1169
16942,52,,83707,Charlotte,North Carolina,28205,South,United States,65,778.96796,Bronze,,Home and Kitchen,0,1171
11113,51,Female,82345,New York City,New York,10009,East,United States,100,10423.281,Platinum,2023-11-27,Grocery,0,1177
10173,27,Female,39169,Philadelphia,Pennsylvania,19134,East,United States,80,6260.753,Gold,2023-11-30,Furniture,0,1182
19690,36,Female,64488,,New York,10024,East,United States,81,7157.1577,Gold,2023-12-26,Pet Supplies,0,1187
12763,44,Female,66202,Los Angeles,California,90045,West,United States,57,8052.9463,Gold,2023-11-04,Office Products,0,1194
17322,34,Female,80735,Buffalo,New York,14215,East,United States,67,6961.0557,Gold,2023-01-04,Home and Kitchen,1,1195
19572,45,Female,32276,Boynton Beach,Florida,33437,South,United States,11,2063.77,Silver,2023-09-09,Furniture,1,1201
10128,30,Female,92515,Seattle,Washington,98105,West,United States,18,4066.508,Silver,2023-03-07,Home and Kitchen,1,1204
10366,40,Female,38831,Gulfport,Mississippi,39503,South,United States,40,12921.11,Platinum,,Office Products,0,1208
14482,46,Female,100799,,New York,10009,East,United States,61,10938.709,Platinum,2023-12-10,Home and Kitchen,0,1212
11948,42,Female,58502,Charlotte,North Carolina,28205,South,United States,74,2298.2842,Silver,2023-01-13,Furniture,1,1221
12092,,Female,107423,Jacksonville,Florida,32216,South,United States,5,1296.8112,Silver,2023-11-04,Grocery,0,1224
17505,,Female,71461,La Porte,Indiana,46350,Central,United States,27,1908.6356,Silver,2023-05-17,Office Products,1,1228
11800,44,,,Los Angeles,California,90045,,United States,88,292.43094,Bronze,2023-09-08,Office Products,1,1230
15435,35,Female,114054,Houston,Texas,77070,Central,United States,81,6857.8013,Gold,2023-11-02,Home and Kitchen,0,1241
15275,57,Male,55598,Cedar Rapids,Iowa,52402,Central,United States,51,9852.415,Gold,2023-12-30,Office Products,0,1244
16414,46,Male,60831,New York City,New York,10009,East,United States,20,6400.119,Gold,2023-11-15,Furniture,0,1252
12894,37,,117840,San Diego,California,92105,West,United States,4,10828.354,Platinum,2023-04-30,Office Products,1,1257
12115,33,,47935,Pueblo,Colorado,81001,West,United States,87,7164.992,Gold,2023-12-11,Home and Kitchen,0,1259
18141,48,Female,101677,San Francisco,California,94109,West,United States,34,2868.8662,Silver,2023-01-20,Beauty,1,1262
12915,34,Male,,Springfield,Virginia,22153,South,United States,68,1141.4742,Silver,2023-04-12,Grocery,1,1264
16158,,Female,73778,Arlington,Virginia,22204,South,United States,73,11900.739,Platinum,2023-07-28,Furniture,1,1265
14419,24,,71900,Columbus,,31907,,United States,35,11852.674,Platinum,2023-09-07,Grocery,1,1267
14960,38,Female,63973,Lawrence,Massachusetts,1841,,United States,63,10473.106,Platinum,2023-11-01,Health & Personal Care,0,1275
17668,46,,101247,,North Carolina,28403,South,United States,47,8482.765,Gold,2023-01-07,Grocery,1,1286
18441,60,Male,53572,Lorain,Ohio,44052,East,United States,47,12618.454,Platinum,2023-11-13,Furniture,0,1293
17419,36,Female,26423,Dallas,Texas,75220,Central,United States,44,724.10944,Bronze,2023-03-01,Furniture,1,1296
12397,39,Female,74561,Jacksonville,North Carolina,28540,South,United States,26,3394.4197,Silver,2023-07-25,Electronics,1,1303
12183,,Male,108650,,North Carolina,28540,South,United States,13,7253.774,Gold,2023-11-24,Furniture,0,1304
17413,36,Female,68429,Evanston,Illinois,60201,Central,United States,72,4997.171,Silver,2023-05-19,Grocery,1,1313
16146,50,Female,74182,San Francisco,California,94109,West,United States,104,3839.0115,Silver,2023-03-21,Electronics,1,1317
12215,33,Female,68219,Houston,,77036,Central,United States,52,11569.317,Platinum,2023-11-10,Electronics,0,1318
16612,43,Female,90355,Philadelphia,,19120,East,United States,78,7509.994,Gold,2023-11-22,Pet Supplies,0,1323
16732,55,,81380,Tucson,Arizona,85705,,United States,100,7043.939,Gold,2023-12-03,Beauty,0,1329
19604,49,Male,70993,Colorado Springs,Colorado,80906,West,United States,75,7998.9775,Gold,2023-09-30,Home and Kitchen,1,1332
10322,27,,94053,Pleasant Grove,Utah,84062,West,United States,100,9436.318,Gold,2023-11-18,Health & Personal Care,0,1340
17551,42,Male,82952,Pleasant Grove,Utah,84062,West,United States,29,12648.395,Platinum,2023-11-10,Sports and Outdoors,0,1343
10541,,,56548,Smyrna,Georgia,30080,South,United States,72,5277.0107,Gold,2023-11-23,Pet Supplies,0,1346
10740,41,Male,33809,Smyrna,Georgia,30080,South,United States,55,10675.927,Platinum,2023-12-10,Pet Supplies,0,1348
14235,56,Female,90210,Burlington,North Carolina,27217,,United States,47,6811.742,Gold,2023-11-07,Home and Kitchen,0,1356
19167,22,Female,118478,Aurora,Illinois,60505,Central,United States,39,4743.196,Silver,2023-05-21,Furniture,1,1357
14166,28,Female,64099,New York City,New York,10035,East,United States,85,221.4025,Bronze,2023-11-14,Sports and Outdoors,0,1360
11311,18,,109203,New York City,New York,10035,East,United States,19,3248.8743,Silver,,Office Products,0,1362
19265,,Female,90569,,,10024,East,United States,51,10376.636,Platinum,2023-11-30,Pet Supplies,0,1370
19113,46,Female,127160,Grand Prairie,Texas,75051,Central,United States,98,8626.64,Gold,2023-11-21,Grocery,0,1372
