Country,City,State,Postal Code,Region,Age,Gender,Income,Customer ID
United States,Monroe,Louisiana,71203,South,66.0,Female,83800.0,12875
United States,Fairfield,Connecticut,6824,East,48.0,Male,104489.0,19551
United States,Los Angeles,California,90032,West,28.0,Female,102975.0,19297
United States,Grand Prairie,Texas,75051,Central,25.0,Male,,13266
United States,Grand Prairie,Texas,75051,,,Female,63252.0,19839
United States,,New York,10035,East,46.0,Male,42951.0,14114
United States,New York City,New York,10035,East,28.0,,81324.0,11308
United States,New York City,New York,10035,,38.0,Male,90255.0,10820
United States,New York City,New York,10035,East,35.0,Female,91370.0,16795
United States,New York City,New York,10035,East,41.0,,51680.0,16568
United States,,California,92374,,32.0,,50250.0,19674
United States,Hamilton,Ohio,45011,East,38.0,Male,69001.0,14496
United States,Hamilton,Ohio,45011,East,32.0,Female,45614.0,16539
United States,Westfield,New Jersey,7090,East,27.0,Female,,12119
United States,Philadelphia,Pennsylvania,19120,East,27.0,Female,89486.0,11845
United States,Philadelphia,Pennsylvania,19120,,42.0,Female,52523.0,10222
United States,Akron,Ohio,44312,East,42.0,Female,97890.0,13819
United States,Denver,Colorado,80219,West,36.0,Female,74906.0,10471
United States,Denver,Colorado,80219,West,58.0,Female,48935.0,13006
United States,Dallas,Texas,75220,Central,44.0,Female,44068.0,19020
United States,Franklin,Tennessee,37064,South,31.0,,38717.0,12734
United States,Whittier,California,90604,West,53.0,,89404.0,19663
United States,Saginaw,,48601,Central,40.0,Female,,10207
United States,Saginaw,Michigan,48601,Central,,Female,115309.0,11337
United States,Saginaw,Michigan,48601,,45.0,Female,76741.0,14200
United States,,Michigan,48601,,45.0,Female,73975.0,12125
United States,Saginaw,Michigan,48601,Central,35.0,Female,46088.0,18104
United States,Dallas,Texas,75220,,,Female,74563.0,17960
United States,Medina,Ohio,44256,East,42.0,Female,79779.0,16056
United States,Medina,Ohio,44256,East,22.0,Female,66067.0,19566
United States,Medina,Ohio,44256,East,51.0,Male,72123.0,10268
United States,Medina,Ohio,44256,East,49.0,Male,47694.0,19558
United States,Medina,Ohio,44256,East,27.0,Female,22530.0,13610
United States,Los Angeles,California,90032,West,33.0,Female,79910.0,19573
United States,Los Angeles,California,90032,West,46.0,Male,54611.0,14342
United States,Dublin,Ohio,43017,East,40.0,,22530.0,10446
United States,Dublin,Ohio,43017,East,46.0,Male,83549.0,13568
United States,Dublin,Ohio,43017,East,38.0,Female,85034.0,10359
United States,,Ohio,43017,East,43.0,,36255.0,13400
United States,Dublin,Ohio,43017,East,27.0,Female,50860.0,16216
United States,Dublin,Ohio,43017,East,33.0,Female,72780.0,17190
United States,Detroit,Michigan,48227,Central,49.0,Female,39865.0,18696
United States,Detroit,Michigan,48227,,45.0,Male,,16657
United States,Detroit,Michigan,48227,,,Male,82242.0,18545
United States,Columbia,Tennessee,38401,South,34.0,Male,44890.0,12080
United States,Columbia,Tennessee,38401,South,59.0,Female,,10550
United States,Charlotte,North Carolina,28205,South,39.0,,82635.0,12390
United States,Tampa,Florida,33614,South,34.0,Female,92669.0,14176
United States,Tampa,Florida,33614,South,50.0,,,12648
United States,Tampa,Florida,33614,South,32.0,Female,34344.0,17039
United States,Tampa,Florida,33614,South,30.0,Female,90232.0,13778
United States,Tampa,Florida,33614,,42.0,Male,59164.0,16116
United States,Santa Clara,,95051,West,49.0,Female,73792.0,16955
United States,Chicago,Illinois,60610,Central,,,78765.0,10689
United States,Chicago,Illinois,60610,Central,47.0,Female,84779.0,15670
United States,Chicago,,60610,Central,46.0,Female,54332.0,17254
United States,Chicago,Illinois,60610,Central,34.0,Female,54192.0,19582
United States,Chicago,Illinois,60610,Central,39.0,Female,75666.0,19200
United States,Chicago,Illinois,60610,,,Male,98814.0,15431
United States,Chicago,Illinois,60610,Central,31.0,Female,95259.0,10224
United States,Lakeville,Minnesota,55044,Central,,Female,,16522
United States,Lakeville,Minnesota,55044,Central,61.0,Female,81484.0,18426
United States,Lakeville,Minnesota,55044,Central,39.0,Male,49886.0,15196
United States,Lakeville,Minnesota,55044,Central,63.0,Female,27671.0,14834
United States,,Minnesota,55044,Central,18.0,Male,71696.0,12487
United States,,California,94109,West,43.0,Female,,10028
United States,San Diego,California,92037,West,45.0,Female,44867.0,10109
United States,San Diego,California,92037,West,50.0,,39948.0,13273
United States,New York City,New York,10024,East,29.0,Female,51289.0,11591
United States,New York City,New York,10024,,43.0,Female,48979.0,16752
United States,Chicago,Illinois,60623,Central,35.0,Female,90304.0,10896
United States,Chicago,Illinois,60623,Central,47.0,,57603.0,19804
United States,Chicago,Illinois,60623,,24.0,Female,69627.0,13626
United States,Chicago,Illinois,60623,Central,32.0,Female,,14647
United States,New York City,New York,10009,East,,Male,,11912
United States,New York City,New York,10009,East,35.0,,45830.0,11570
United States,New York City,New York,10009,East,49.0,Female,60352.0,12208
United States,Pasadena,Texas,77506,,,,88268.0,12218
United States,Houston,Texas,77036,Central,47.0,Female,,10726
United States,Houston,Texas,77036,Central,53.0,Male,58544.0,19083
United States,Chicago,Illinois,60610,Central,56.0,Female,69374.0,16598
United States,Brentwood,California,94513,West,49.0,Female,87646.0,14781
United States,Chapel Hill,North Carolina,27514,South,,Male,73652.0,11245
United States,Morristown,New Jersey,7960,East,30.0,Female,47362.0,18596
United States,Cincinnati,,45231,East,41.0,Female,22530.0,17057
United States,Cincinnati,Ohio,45231,East,75.0,,,18931
United States,San Francisco,California,94110,West,61.0,Male,74862.0,15859
United States,San Francisco,California,94109,West,46.0,Female,60887.0,19630
United States,San Francisco,California,94109,West,37.0,Female,59267.0,17440
United States,San Francisco,California,94109,West,41.0,Female,,14883
United States,Inglewood,California,90301,West,42.0,Male,78800.0,15858
United States,Inglewood,California,90301,West,37.0,Male,135367.0,12846
United States,Philadelphia,Pennsylvania,19140,East,35.0,,33932.0,15832
United States,,Pennsylvania,19140,East,18.0,Female,87550.0,18821
United States,Philadelphia,Pennsylvania,19140,East,26.0,,105251.0,13049
United States,Philadelphia,Pennsylvania,19140,East,26.0,Male,71653.0,11260
United States,Houston,Texas,77070,Central,67.0,Female,73659.0,18238
United States,Houston,Texas,77070,Central,70.0,,89142.0,19256
United States,Los Angeles,,90004,West,42.0,Female,46043.0,13579
United States,Portland,Oregon,97206,West,28.0,,51028.0,13813
United States,Portland,Oregon,97206,West,38.0,Male,76164.0,18874
United States,Portland,Oregon,97206,West,32.0,Female,25816.0,14271
United States,,Florida,33319,South,35.0,Female,63320.0,11105
United States,Tamarac,Florida,33319,South,38.0,Female,50452.0,13293
United States,Tamarac,Florida,33319,South,51.0,Male,22530.0,10943
United States,Columbus,Ohio,43229,East,44.0,,,10093
United States,Columbus,Ohio,43229,East,51.0,Female,72543.0,10038
United States,,Ohio,43229,East,30.0,Female,84751.0,13803
United States,,Ohio,43229,East,48.0,Female,66510.0,15000
United States,,,80906,West,52.0,Female,59660.0,15876
United States,Colorado Springs,Colorado,80906,West,54.0,Female,80891.0,13272
United States,Colorado Springs,Colorado,80906,West,33.0,Male,64331.0,14995
United States,Colorado Springs,Colorado,80906,West,64.0,Male,44946.0,19259
United States,Colorado Springs,Colorado,80906,West,43.0,Female,49919.0,10552
United States,Belleville,,7109,East,25.0,Female,61364.0,14585
United States,,New Jersey,7109,East,,Female,,15182
United States,Belleville,New Jersey,7109,East,50.0,Male,51439.0,14938
United States,Belleville,New Jersey,7109,East,25.0,Male,111806.0,17733
United States,Belleville,New Jersey,7109,East,41.0,Male,112816.0,17657
United States,Chicago,Illinois,60623,Central,30.0,,76403.0,16454
United States,New York City,New York,10024,East,26.0,,90246.0,12217
United States,Taylor,Michigan,48180,Central,,Female,74412.0,10352
United States,Lakewood,,8701,East,,Female,44276.0,10584
United States,,New Jersey,8701,East,49.0,Female,59259.0,19520
United States,Arlington,Virginia,22204,South,39.0,Male,92307.0,15588
United States,,Colorado,80004,West,27.0,Male,67264.0,18317
United States,Arvada,Colorado,80004,,40.0,Male,76194.0,11683
United States,,Colorado,80004,West,29.0,Female,,10391
United States,Arvada,Colorado,80004,,46.0,,89829.0,15767
United States,Hackensack,New Jersey,7601,,21.0,Male,78617.0,12966
United States,,Florida,33710,,26.0,Female,,19232
United States,Saint Petersburg,Florida,33710,South,63.0,Female,69735.0,15312
United States,Philadelphia,Pennsylvania,19143,East,,Female,,13789
United States,New York City,New York,10024,East,36.0,,84570.0,14237
United States,New York City,,10024,,44.0,,110390.0,18114
United States,New York City,New York,10024,East,28.0,Female,90934.0,18265
United States,New York City,,10024,East,21.0,Female,126031.0,18119
United States,New York City,,10024,East,49.0,Female,88776.0,19510
United States,,California,90805,West,,Male,80805.0,14214
United States,,,92345,West,,Female,,17575
United States,Hesperia,California,92345,West,20.0,,,16713
United States,,,37130,,35.0,Male,65457.0,15863
United States,,,19143,East,45.0,,,17827
United States,Philadelphia,Pennsylvania,19143,East,24.0,Male,46220.0,10504
United States,Philadelphia,Pennsylvania,19143,East,47.0,Female,50192.0,15445
United States,Philadelphia,Pennsylvania,19143,East,46.0,Female,67536.0,18337
United States,Philadelphia,Pennsylvania,19143,East,56.0,,95725.0,10564
United States,Philadelphia,Pennsylvania,19134,East,30.0,,104823.0,11065
United States,Philadelphia,Pennsylvania,19134,East,26.0,Female,24458.0,17068
United States,Philadelphia,Pennsylvania,19134,East,67.0,Female,81726.0,17531
United States,Los Angeles,,90045,West,28.0,Female,57207.0,19706
United States,,California,90045,West,40.0,Female,51962.0,13515
United States,Los Angeles,California,90045,West,27.0,Female,67351.0,18382
United States,San Francisco,,94122,West,,,39131.0,18078
United States,San Francisco,California,94122,,38.0,Male,44505.0,18517
United States,Layton,Utah,84041,,42.0,Female,,12414
United States,Philadelphia,Pennsylvania,19140,East,36.0,Female,47525.0,11166
United States,Philadelphia,Pennsylvania,19140,East,23.0,Female,68407.0,18769
United States,Philadelphia,Pennsylvania,19140,East,30.0,Female,101140.0,13622
United States,Philadelphia,,19140,East,57.0,Male,42869.0,18630
United States,Austin,,78745,Central,28.0,Female,59735.0,19886
United States,San Francisco,California,94122,West,33.0,Female,101082.0,16057
United States,Lowell,Massachusetts,1852,East,58.0,Male,,13536
United States,Lowell,Massachusetts,1852,East,34.0,Female,72770.0,15300
United States,Lowell,,1852,,33.0,Female,54728.0,17923
United States,New York City,New York,10009,East,,Female,60408.0,12987
United States,,New York,10009,East,33.0,Female,71001.0,10578
United States,New York City,New York,10009,East,32.0,Female,51732.0,17447
United States,New York City,,10009,East,19.0,Female,81918.0,11037
United States,New York City,New York,10009,East,28.0,,93086.0,15640
United States,New York City,,10035,East,41.0,Female,87845.0,11539
United States,New York City,New York,10035,East,28.0,Female,34007.0,17914
United States,,New York,10035,East,61.0,Female,,17524
United States,New York City,New York,10035,East,26.0,,,17054
United States,,,28205,South,,Male,65393.0,12588
United States,,Georgia,31907,South,55.0,Male,78620.0,11195
United States,Columbus,,31907,South,,Female,66252.0,19426
United States,,New York,10009,East,48.0,,,14714
United States,New York City,New York,10009,East,38.0,Female,106393.0,15405
United States,New York City,New York,10009,,25.0,Female,34888.0,15763
United States,New York City,New York,10009,East,,Female,71425.0,13591
United States,San Francisco,California,94109,,39.0,Female,59951.0,12082
United States,Manchester,,6040,,32.0,Female,68083.0,17832
United States,Manchester,Connecticut,6040,East,58.0,Female,72910.0,17601
United States,Manchester,Connecticut,6040,East,,Male,72739.0,12020
United States,Manchester,Connecticut,6040,East,25.0,Male,59293.0,14814
United States,Harlingen,Texas,78550,Central,18.0,Female,82769.0,10441
United States,Harlingen,,78550,Central,,Female,,18246
United States,Tucson,Arizona,85705,West,,Male,83656.0,18032
United States,Tucson,Arizona,85705,West,39.0,Female,,17297
United States,Tucson,Arizona,85705,West,52.0,Female,60047.0,19915
United States,Tucson,Arizona,85705,West,33.0,Female,66294.0,12425
United States,Quincy,Illinois,62301,Central,26.0,Male,,17646
United States,,Massachusetts,2038,East,41.0,Male,59775.0,14076
United States,Houston,Texas,77095,Central,29.0,Female,66081.0,19321
United States,Houston,Texas,77095,Central,,Female,58828.0,10801
United States,Houston,Texas,77095,Central,33.0,Male,60951.0,18736
United States,San Francisco,California,94109,West,23.0,Female,53475.0,13838
United States,,California,94109,West,53.0,Male,44206.0,11622
United States,Taylor,Michigan,48180,,18.0,Female,84215.0,12324
United States,Pembroke Pines,,33024,,18.0,,65348.0,14842
United States,Pembroke Pines,Florida,33024,South,29.0,,62293.0,14083
United States,Philadelphia,Pennsylvania,19140,East,55.0,Male,84386.0,19339
United States,Philadelphia,Pennsylvania,19140,East,39.0,Male,41031.0,17277
United States,Cincinnati,Ohio,45231,East,45.0,Female,110256.0,10107
United States,New York City,New York,10009,East,47.0,Female,100997.0,18613
United States,New York City,New York,10009,East,,Female,90525.0,13440
United States,,Washington,98198,West,56.0,Female,,10863
United States,Des Moines,Washington,98198,,31.0,Female,75903.0,17811
United States,,Illinois,61604,Central,34.0,Male,45995.0,14675
United States,Las Vegas,Nevada,89115,West,27.0,Female,71125.0,19042
United States,Warwick,Rhode Island,2886,East,39.0,Female,,10209
United States,Warwick,Rhode Island,2886,,41.0,Female,,18465
United States,Jackson,Michigan,49201,Central,33.0,,47318.0,19185
United States,Houston,,77036,Central,40.0,Male,,11977
United States,Houston,Texas,77036,Central,18.0,Male,92014.0,12413
United States,Houston,Texas,77036,Central,28.0,Male,86123.0,10260
United States,Houston,Texas,77036,Central,25.0,,,10758
United States,Miami,Florida,33180,,41.0,Female,71770.0,11053
United States,Wilmington,,28403,South,49.0,Male,97237.0,13146
United States,New York City,New York,10024,East,25.0,,65107.0,18502
United States,San Francisco,California,94110,,,Female,99273.0,11240
United States,San Francisco,California,94110,,36.0,Male,41817.0,17100
United States,San Francisco,California,94110,West,41.0,Female,73389.0,15136
United States,San Francisco,California,94110,West,40.0,,65841.0,13499
United States,San Francisco,California,94110,West,46.0,,76458.0,14377
United States,San Francisco,California,94110,West,39.0,Female,82756.0,15775
United States,San Francisco,California,94110,West,30.0,,82443.0,19342
United States,San Francisco,California,94110,West,31.0,Female,43157.0,14216
United States,San Francisco,California,94110,West,50.0,Female,40582.0,14725
United States,Seattle,Washington,98105,West,19.0,,,14439
United States,Seattle,,98105,West,42.0,,58891.0,18460
United States,Huntington Beach,California,92646,West,29.0,Female,,17916
United States,Los Angeles,California,90004,West,,Female,40000.0,13103
United States,,Kentucky,40475,South,35.0,Female,101949.0,11015
United States,Los Angeles,California,90045,West,44.0,Male,77245.0,17651
United States,Los Angeles,California,90045,West,26.0,Male,,17428
United States,Louisville,Colorado,80027,West,32.0,Female,38664.0,15770
United States,Lawrence,Massachusetts,1841,East,41.0,Female,65188.0,15282
United States,Lawrence,,1841,East,38.0,Female,105315.0,11595
United States,Jackson,Mississippi,39212,South,40.0,Female,102551.0,18236
United States,Canton,,48187,Central,18.0,Female,89160.0,14751
United States,Canton,,48187,Central,,Female,79229.0,19435
United States,New Rochelle,New York,10801,East,64.0,,61292.0,15284
United States,San Antonio,Texas,78207,Central,26.0,,75675.0,11697
United States,Gastonia,North Carolina,28052,South,27.0,Female,89745.0,15124
United States,Gastonia,North Carolina,28052,South,41.0,Male,86752.0,12353
United States,Gastonia,North Carolina,28052,South,46.0,,87887.0,16393
United States,Gastonia,North Carolina,28052,South,52.0,Male,,11837
United States,Lowell,Massachusetts,1852,East,44.0,Male,73204.0,11462
United States,,Florida,32216,South,38.0,Female,87808.0,13940
United States,Jacksonville,Florida,32216,South,31.0,,,19808
United States,Chicago,Illinois,60623,Central,29.0,Female,,14391
United States,Chicago,Illinois,60623,Central,36.0,Female,76083.0,12351
United States,Houston,Texas,77070,Central,35.0,Female,34371.0,10858
United States,New York City,New York,10024,East,30.0,Female,59018.0,14227
United States,Detroit,Michigan,48227,Central,33.0,Female,81431.0,14488
United States,,Michigan,48227,,29.0,Female,66776.0,18097
United States,Detroit,Michigan,48227,Central,36.0,Female,76370.0,16809
United States,Detroit,Michigan,48227,Central,23.0,Male,69925.0,18999
United States,Detroit,Michigan,48227,Central,30.0,Female,63116.0,13381
United States,Detroit,,48227,Central,22.0,Female,88281.0,17236
United States,Columbus,Indiana,47201,Central,33.0,Female,78590.0,18280
United States,Auburn,New York,13021,East,40.0,Male,107405.0,12145
United States,Auburn,New York,13021,East,41.0,Female,,18140
United States,Auburn,New York,13021,East,,Female,40505.0,15191
United States,Auburn,New York,13021,,49.0,,,13802
